,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,neighborhood,latitude,longitude,showAddress,url,status,newDevelopment,hasLift,geometry
882,2,5000.0,flat,rent,191.0,True,3,3,goya,Madrid,Madrid,Salamanca,Recoletos,40.4238515,-3.6799286,False,https://www.idealista.com/inmueble/39969433/,good,False,True,"{'type': 'Point', 'coordinates': (40.4238515, -3.6799286)}"
883,3,1400.0,flat,rent,87.0,True,3,1,Calle Ambrosio Vallejo,Madrid,Madrid,Tetuán,Berruguete,40.4567354,-3.7091393,False,https://www.idealista.com/inmueble/87263594/,good,False,True,"{'type': 'Point', 'coordinates': (40.4567354, -3.7091393)}"
884,4,2500.0,flat,rent,196.0,True,3,3,Calle de las Infantas,Madrid,Madrid,Centro,Chueca-Justicia,40.4222425,-3.6979913,False,https://www.idealista.com/inmueble/87266603/,good,False,True,"{'type': 'Point', 'coordinates': (40.4222425, -3.6979913)}"
885,3,2400.0,flat,rent,196.0,True,4,3,Calle de las Infantas,Madrid,Madrid,Centro,Chueca-Justicia,40.4195425,-3.6966913,False,https://www.idealista.com/inmueble/87266420/,good,False,True,"{'type': 'Point', 'coordinates': (40.4195425, -3.6966913)}"
886,5,1100.0,flat,rent,50.0,False,1,1,Calle de Cervantes,Madrid,Madrid,Centro,Huertas-Cortes,40.4124083,-3.6974752,False,https://www.idealista.com/inmueble/87561810/,good,False,True,"{'type': 'Point', 'coordinates': (40.4124083, -3.6974752)}"
888,10,1100.0,flat,rent,70.0,True,1,1,Calle de Doctor Ramón Castroviejo,Madrid,Madrid,Fuencarral,Peñagrande,40.4752466,-3.7266578,False,https://www.idealista.com/inmueble/87264016/,good,False,True,"{'type': 'Point', 'coordinates': (40.4752466, -3.7266578)}"
889,5,1200.0,flat,rent,66.0,True,1,1,Calle de Doctor Ramón Castroviejo,Madrid,Madrid,Fuencarral,Peñagrande,40.4718466,-3.7263578,False,https://www.idealista.com/inmueble/87482279/,good,False,True,"{'type': 'Point', 'coordinates': (40.4718466, -3.7263578)}"
894,4,1200.0,flat,rent,50.0,False,2,1,barrio Gaztambide,Madrid,Madrid,Chamberí,Gaztambide,40.435169,-3.7149467,False,https://www.idealista.com/inmueble/87454518/,good,False,True,"{'type': 'Point', 'coordinates': (40.435169, -3.7149467)}"
895,0,1250.0,flat,rent,80.0,True,1,2,Calle Juan Bautista de Toledo,Madrid,Madrid,Chamartín,Prosperidad,40.44496,-3.67378,False,https://www.idealista.com/inmueble/87657473/,good,False,True,"{'type': 'Point', 'coordinates': (40.44496, -3.67378)}"
897,5,1250.0,penthouse,rent,155.0,True,1,1,JULIAN RABANEDO,Madrid,Madrid,Arganzuela,Legazpi,40.3869369,-3.6941543,False,https://www.idealista.com/inmueble/87459728/,good,False,True,"{'type': 'Point', 'coordinates': (40.3869369, -3.6941543)}"
898,4,2450.0,flat,rent,163.0,True,4,3,"Alfonso X, 3",Madrid,Madrid,Chamberí,Almagro,40.4334593,-3.6923171,True,https://www.idealista.com/inmueble/87636170/,good,False,True,"{'type': 'Point', 'coordinates': (40.4334593, -3.6923171)}"
899,4,1300.0,flat,rent,77.0,True,3,1,"PEÑASCALES, 36",Madrid,Madrid,Salamanca,Fuente del Berro,40.4237413,-3.6650471,True,https://www.idealista.com/inmueble/86336622/,good,False,True,"{'type': 'Point', 'coordinates': (40.4237413, -3.6650471)}"
900,4,2450.0,flat,rent,163.0,True,4,3,"Alfonso X, 3",Madrid,Madrid,Chamberí,Almagro,40.4334593,-3.6923171,True,https://www.idealista.com/inmueble/87636170/,good,False,True,"{'type': 'Point', 'coordinates': (40.4334593, -3.6923171)}"
901,4,1300.0,flat,rent,77.0,True,3,1,"PEÑASCALES, 36",Madrid,Madrid,Salamanca,Fuente del Berro,40.4237413,-3.6650471,True,https://www.idealista.com/inmueble/86336622/,good,False,True,"{'type': 'Point', 'coordinates': (40.4237413, -3.6650471)}"
902,2,1050.0,flat,rent,70.0,True,1,1,Calle Cava Baja,Madrid,Madrid,Centro,Palacio,40.4110781,-3.7107572,False,https://www.idealista.com/inmueble/1399815/,good,False,True,"{'type': 'Point', 'coordinates': (40.4110781, -3.7107572)}"
903,4,1280.0,flat,rent,112.0,True,2,2,"santiso, 23",Madrid,Madrid,Fuencarral,Las Tablas,40.5104374,-3.6662784,True,https://www.idealista.com/inmueble/33876667/,good,False,True,"{'type': 'Point', 'coordinates': (40.5104374, -3.6662784)}"
905,3,1650.0,flat,rent,159.0,True,4,3,Calle Sirio,Madrid,Madrid,Retiro,Estrella,40.4110642,-3.6667068,False,https://www.idealista.com/inmueble/84694977/,good,False,True,"{'type': 'Point', 'coordinates': (40.4110642, -3.6667068)}"
909,1,2500.0,flat,rent,179.0,True,3,3,barrio Almagro,Madrid,Madrid,Chamberí,Almagro,40.4333889,-3.6986263,False,https://www.idealista.com/inmueble/87194300/,good,False,True,"{'type': 'Point', 'coordinates': (40.4333889, -3.6986263)}"
910,6,1400.0,flat,rent,63.0,True,2,1,Avenida del General Perón,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4523151,-3.6962988,False,https://www.idealista.com/inmueble/87471389/,good,False,True,"{'type': 'Point', 'coordinates': (40.4523151, -3.6962988)}"
911,4,3900.0,flat,rent,230.0,True,3,3,barrio Jerónimos,Madrid,Madrid,Retiro,Jerónimos,40.4174543,-3.6896441,False,https://www.idealista.com/inmueble/27946164/,good,False,unspecified,"{'type': 'Point', 'coordinates': (40.4174543, -3.6896441)}"
912,6,4200.0,flat,rent,230.0,True,4,5,barrio Jerónimos,Madrid,Madrid,Retiro,Jerónimos,40.4135759,-3.6921128,False,https://www.idealista.com/inmueble/29672650/,good,False,True,"{'type': 'Point', 'coordinates': (40.4135759, -3.6921128)}"
913,6,4300.0,penthouse,rent,180.0,True,4,3,barrio Almagro,Madrid,Madrid,Chamberí,Almagro,40.4273515,-3.6899806,False,https://www.idealista.com/inmueble/38957117/,good,False,True,"{'type': 'Point', 'coordinates': (40.4273515, -3.6899806)}"
914,7,2200.0,flat,rent,100.0,True,3,2,barrio El Viso,Madrid,Madrid,Chamartín,El Viso,40.4493024,-3.6794092,False,https://www.idealista.com/inmueble/83001043/,good,False,True,"{'type': 'Point', 'coordinates': (40.4493024, -3.6794092)}"
915,3,4100.0,flat,rent,250.0,True,3,3,barrio Jerónimos,Madrid,Madrid,Retiro,Jerónimos,40.4173267,-3.6896853,False,https://www.idealista.com/inmueble/85832805/,good,False,True,"{'type': 'Point', 'coordinates': (40.4173267, -3.6896853)}"
916,9,3500.0,flat,rent,265.0,True,4,4,barrio Nueva España,Madrid,Madrid,Chamartín,Nueva España,40.4585994,-3.6860693,False,https://www.idealista.com/inmueble/86668996/,good,False,True,"{'type': 'Point', 'coordinates': (40.4585994, -3.6860693)}"
917,4,3500.0,flat,rent,204.0,True,5,3,barrio Recoletos,Madrid,Madrid,Salamanca,Recoletos,40.423536,-3.6815088,False,https://www.idealista.com/inmueble/86941398/,good,False,True,"{'type': 'Point', 'coordinates': (40.423536, -3.6815088)}"
918,3,2250.0,flat,rent,126.0,False,2,2,Calle de Claudio Coello,Madrid,Madrid,Salamanca,Recoletos,40.4221546,-3.6850914,False,https://www.idealista.com/inmueble/87258044/,good,False,True,"{'type': 'Point', 'coordinates': (40.4221546, -3.6850914)}"
919,1,1890.0,flat,rent,110.0,False,2,1,Calle de la Santísima Trinidad,Madrid,Madrid,Chamberí,Trafalgar,40.4394555,-3.7020764,False,https://www.idealista.com/inmueble/87324232/,good,False,True,"{'type': 'Point', 'coordinates': (40.4394555, -3.7020764)}"
920,5,1370.0,penthouse,rent,65.0,True,1,1,Calle del Divino Pastor,Madrid,Madrid,Centro,Malasaña-Universidad,40.4261665,-3.7052389,False,https://www.idealista.com/inmueble/87421730/,good,False,True,"{'type': 'Point', 'coordinates': (40.4261665, -3.7052389)}"
921,1,2000.0,flat,rent,80.0,True,2,1,Calle de las Infantas,Madrid,Madrid,Centro,Chueca-Justicia,40.4192663,-3.6949408,False,https://www.idealista.com/inmueble/39269672/,good,False,True,"{'type': 'Point', 'coordinates': (40.4192663, -3.6949408)}"
922,1,1200.0,flat,rent,45.0,False,1,1,Sanchez Pacheco,Madrid,Madrid,Chamartín,Ciudad Jardín,40.4484603,-3.6737433,False,https://www.idealista.com/inmueble/39028603/,good,False,True,"{'type': 'Point', 'coordinates': (40.4484603, -3.6737433)}"
924,4,1050.0,flat,rent,50.0,True,2,1,"Calle de Santa Engracia, 112",Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.43958,-3.70053,True,https://www.idealista.com/inmueble/87546816/,good,False,True,"{'type': 'Point', 'coordinates': (40.43958, -3.70053)}"
925,4,1215.0,flat,rent,41.0,False,1,1,"Calle del Divino Pastor, 31",Madrid,Madrid,Centro,Malasaña-Universidad,40.4277187,-3.7047236,True,https://www.idealista.com/inmueble/87572780/,good,False,True,"{'type': 'Point', 'coordinates': (40.4277187, -3.7047236)}"
926,1,3100.0,flat,rent,224.0,True,5,4,Fuente del Peral,Madrid,Madrid,Moncloa,Aravaca,40.4535106,-3.7642165,False,https://www.idealista.com/inmueble/87249241/,good,False,True,"{'type': 'Point', 'coordinates': (40.4535106, -3.7642165)}"
927,4,720.0,flat,rent,55.0,True,1,1,barrio Rejas,Madrid,Madrid,San Blas,Rejas,40.4474,-3.5423591,False,https://www.idealista.com/inmueble/86863884/,good,False,True,"{'type': 'Point', 'coordinates': (40.4474, -3.5423591)}"
928,2,720.0,flat,rent,55.0,True,1,1,barrio Rejas,Madrid,Madrid,San Blas,Rejas,40.444,-3.5421591,False,https://www.idealista.com/inmueble/86881814/,good,False,True,"{'type': 'Point', 'coordinates': (40.444, -3.5421591)}"
929,4,1000.0,flat,rent,85.0,True,2,1,barrio Rejas,Madrid,Madrid,San Blas,Rejas,40.4461,-3.5420591,False,https://www.idealista.com/inmueble/86985970/,good,False,True,"{'type': 'Point', 'coordinates': (40.4461, -3.5420591)}"
930,4,1900.0,flat,rent,105.0,True,2,1,barrio Malasaña-Universidad,Madrid,Madrid,Centro,Malasaña-Universidad,40.4231286,-3.7008011,False,https://www.idealista.com/inmueble/87106947/,good,False,True,"{'type': 'Point', 'coordinates': (40.4231286, -3.7008011)}"
931,4,1800.0,penthouse,rent,140.0,True,3,2,barrio Guindalera,Madrid,Madrid,Salamanca,Guindalera,40.4365366,-3.6696018,False,https://www.idealista.com/inmueble/81921029/,good,False,True,"{'type': 'Point', 'coordinates': (40.4365366, -3.6696018)}"
932,5,2550.0,flat,rent,180.0,True,4,3,barrio Trafalgar,Madrid,Madrid,Chamberí,Trafalgar,40.4274719,-3.6964804,False,https://www.idealista.com/inmueble/87605259/,good,False,True,"{'type': 'Point', 'coordinates': (40.4274719, -3.6964804)}"
933,2,1800.0,flat,rent,100.0,True,2,1,barrio Trafalgar,Madrid,Madrid,Chamberí,Trafalgar,40.4380491,-3.7012802,False,https://www.idealista.com/inmueble/87607193/,good,False,True,"{'type': 'Point', 'coordinates': (40.4380491, -3.7012802)}"
934,8,1950.0,duplex,rent,150.0,True,2,2,barrio Cuzco-Castillejos,Madrid,Madrid,Tetuán,Cuzco-Castillejos,40.4597903,-3.6937085,False,https://www.idealista.com/inmueble/87609584/,good,False,True,"{'type': 'Point', 'coordinates': (40.4597903, -3.6937085)}"
935,4,1650.0,flat,rent,140.0,True,3,2,barrio Nueva España,Madrid,Madrid,Chamartín,Nueva España,40.4659226,-3.6706324,False,https://www.idealista.com/inmueble/87609837/,good,False,True,"{'type': 'Point', 'coordinates': (40.4659226, -3.6706324)}"
936,6,1500.0,penthouse,rent,80.0,True,2,1,Calle de Espronceda,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.441685,-3.6993249,False,https://www.idealista.com/inmueble/87198151/,good,False,True,"{'type': 'Point', 'coordinates': (40.441685, -3.6993249)}"
937,2,1500.0,flat,rent,75.0,True,2,1,Avenida de Filipinas,Madrid,Madrid,Chamberí,Vallehermoso,40.4391724,-3.7082836,False,https://www.idealista.com/inmueble/87226777/,good,False,True,"{'type': 'Point', 'coordinates': (40.4391724, -3.7082836)}"
938,3,1300.0,flat,rent,80.0,True,2,1,Calle de Hortaleza,Madrid,Madrid,Centro,Chueca-Justicia,40.4230248,-3.7011625,False,https://www.idealista.com/inmueble/87300197/,good,False,True,"{'type': 'Point', 'coordinates': (40.4230248, -3.7011625)}"
939,3,900.0,flat,rent,60.0,True,1,1,Calle de las Naves,Madrid,Madrid,Arganzuela,Acacias,40.3979877,-3.7082238,False,https://www.idealista.com/inmueble/87497419/,good,False,True,"{'type': 'Point', 'coordinates': (40.3979877, -3.7082238)}"
940,0,1000.0,flat,rent,80.0,True,3,1,Calle Villasandino,Madrid,Madrid,Latina,Lucero,40.4079759,-3.7498056,False,https://www.idealista.com/inmueble/87626540/,good,False,True,"{'type': 'Point', 'coordinates': (40.4079759, -3.7498056)}"
941,3,2200.0,flat,rent,100.0,False,4,2,Calle de Guzmán el Bueno,Madrid,Madrid,Chamberí,Gaztambide,40.4332846,-3.7143306,False,https://www.idealista.com/inmueble/87642380/,good,False,True,"{'type': 'Point', 'coordinates': (40.4332846, -3.7143306)}"
942,1,1650.0,flat,rent,100.0,True,3,2,Calle Benito de Castro,Madrid,Madrid,Salamanca,Fuente del Berro,40.4276764,-3.666713,False,https://www.idealista.com/inmueble/87642969/,good,False,True,"{'type': 'Point', 'coordinates': (40.4276764, -3.666713)}"
943,4,2150.0,flat,rent,116.0,True,2,2,Calle Ponzano,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.4387874,-3.697005,False,https://www.idealista.com/inmueble/26013201/,good,False,True,"{'type': 'Point', 'coordinates': (40.4387874, -3.697005)}"
944,6,2100.0,duplex,rent,136.0,True,2,2,breton de los herreros,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.437789,-3.6966104,False,https://www.idealista.com/inmueble/85723513/,good,False,True,"{'type': 'Point', 'coordinates': (40.437789, -3.6966104)}"
945,4,1030.0,flat,rent,45.0,False,1,1,general martinez campos,Madrid,Madrid,Chamberí,Almagro,40.4335966,-3.6930731,False,https://www.idealista.com/inmueble/87142810/,good,False,True,"{'type': 'Point', 'coordinates': (40.4335966, -3.6930731)}"
946,5,1750.0,flat,rent,122.0,True,2,2,Plaza valparaiso,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4529509,-3.6817443,False,https://www.idealista.com/inmueble/87143692/,good,False,True,"{'type': 'Point', 'coordinates': (40.4529509, -3.6817443)}"
947,5,1650.0,flat,rent,78.0,True,2,1,PONZANO,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.441406,-3.6978966,False,https://www.idealista.com/inmueble/87358375/,good,False,True,"{'type': 'Point', 'coordinates': (40.441406, -3.6978966)}"
948,3,2550.0,flat,rent,224.0,True,5,2,barrio Montecarmelo,Madrid,Madrid,Fuencarral,Montecarmelo,40.5124572,-3.6888051,False,https://www.idealista.com/inmueble/86659314/,good,False,True,"{'type': 'Point', 'coordinates': (40.5124572, -3.6888051)}"
952,6,2950.0,flat,rent,225.0,True,3,2,Calle de Santa Engracia,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.437606,-3.7012908,False,https://www.idealista.com/inmueble/87620375/,good,False,True,"{'type': 'Point', 'coordinates': (40.437606, -3.7012908)}"
956,0,1100.0,flat,rent,52.0,True,1,1,Calle Hermosilla,Madrid,Madrid,Salamanca,Recoletos,40.4254578,-3.6804749,False,https://www.idealista.com/inmueble/87542897/,good,False,True,"{'type': 'Point', 'coordinates': (40.4254578, -3.6804749)}"
957,2,1000.0,flat,rent,44.0,False,1,1,"Cuesta de San Vicente, 10",Madrid,Madrid,Moncloa,Argüelles,40.421272,-3.714495,True,https://www.idealista.com/inmueble/86990869/,good,False,True,"{'type': 'Point', 'coordinates': (40.421272, -3.714495)}"
958,7,1150.0,penthouse,rent,70.0,True,1,1,Calle Princesa de Éboli,Madrid,Madrid,Hortaleza,Sanchinarro,40.4870428,-3.6573427,False,https://www.idealista.com/inmueble/87502566/,good,False,True,"{'type': 'Point', 'coordinates': (40.4870428, -3.6573427)}"
959,5,4100.0,flat,rent,240.0,True,3,3,barrio Recoletos,Madrid,Madrid,Salamanca,Recoletos,40.4221538,-3.6855242,False,https://www.idealista.com/inmueble/85068648/,good,False,True,"{'type': 'Point', 'coordinates': (40.4221538, -3.6855242)}"
960,4,4800.0,flat,rent,225.0,True,4,5,barrio Chueca-Justicia,Madrid,Madrid,Centro,Chueca-Justicia,40.4225502,-3.6926134,False,https://www.idealista.com/inmueble/87547808/,good,False,True,"{'type': 'Point', 'coordinates': (40.4225502, -3.6926134)}"
961,10,1500.0,flat,rent,100.0,True,2,1,general peron,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4499151,-3.6940988,False,https://www.idealista.com/inmueble/87512644/,good,False,True,"{'type': 'Point', 'coordinates': (40.4499151, -3.6940988)}"
962,4,3600.0,flat,rent,200.0,True,3,3,barrio Castellana,Madrid,Madrid,Salamanca,Castellana,40.4283598,-3.6861491,False,https://www.idealista.com/inmueble/85068144/,good,False,True,"{'type': 'Point', 'coordinates': (40.4283598, -3.6861491)}"
963,1,1795.0,flat,rent,83.0,True,1,1,"Calle Mayor, Madrid",Madrid,Madrid,Centro,Palacio,40.4148409,-3.7135486,False,https://www.idealista.com/inmueble/84642933/,good,False,True,"{'type': 'Point', 'coordinates': (40.4148409, -3.7135486)}"
964,4,2000.0,flat,rent,90.0,True,1,1,barrio Chueca-Justicia,Madrid,Madrid,Centro,Chueca-Justicia,40.4236676,-3.6959913,False,https://www.idealista.com/inmueble/87303236/,good,False,True,"{'type': 'Point', 'coordinates': (40.4236676, -3.6959913)}"
965,0,1250.0,flat,rent,59.0,True,2,1,Calle Canillas s/n,Madrid,Madrid,Chamartín,Prosperidad,40.4427921,-3.6739565,True,https://www.idealista.com/inmueble/87412642/,good,False,True,"{'type': 'Point', 'coordinates': (40.4427921, -3.6739565)}"
966,4,1250.0,flat,rent,70.0,False,2,2,"Calle Bordadores, 5",Madrid,Madrid,Centro,Sol,40.4166424,-3.7075936,True,https://www.idealista.com/inmueble/26669867/,good,False,True,"{'type': 'Point', 'coordinates': (40.4166424, -3.7075936)}"
967,4,1700.0,flat,rent,80.0,False,3,1,barrio Castellana,Madrid,Madrid,Salamanca,Castellana,40.4321447,-3.6847594,False,https://www.idealista.com/inmueble/87608957/,good,False,True,"{'type': 'Point', 'coordinates': (40.4321447, -3.6847594)}"
968,4,2750.0,flat,rent,130.0,True,2,2,Calle Goya,Madrid,Madrid,Salamanca,Goya,40.4234302,-3.6816232,False,https://www.idealista.com/inmueble/26322918/,good,False,True,"{'type': 'Point', 'coordinates': (40.4234302, -3.6816232)}"
969,3,2495.0,flat,rent,110.0,False,2,2,Via Gran Vía,Madrid,Madrid,Centro,Sol,40.4180578,-3.7015318,False,https://www.idealista.com/inmueble/39686177/,good,False,True,"{'type': 'Point', 'coordinates': (40.4180578, -3.7015318)}"
970,7,2845.0,flat,rent,90.0,True,2,1,Paseo de la Castellana,Madrid,Madrid,Tetuán,Cuzco-Castillejos,40.4588751,-3.6886928,False,https://www.idealista.com/inmueble/35908288/,good,False,True,"{'type': 'Point', 'coordinates': (40.4588751, -3.6886928)}"
971,2,6995.0,flat,rent,260.0,True,4,5,Calle Espalter,Madrid,Madrid,Retiro,Jerónimos,40.4112348,-3.6912429,False,https://www.idealista.com/inmueble/40100073/,good,False,True,"{'type': 'Point', 'coordinates': (40.4112348, -3.6912429)}"
973,6,4350.0,flat,rent,140.0,True,3,3,Calle del Poeta Joan Maragall,Madrid,Madrid,Tetuán,Cuatro Caminos,40.452933,-3.6916545,False,https://www.idealista.com/inmueble/86542122/,good,False,True,"{'type': 'Point', 'coordinates': (40.452933, -3.6916545)}"
974,2,1795.0,flat,rent,38.0,False,1,1,Calle de Quevedo,Madrid,Madrid,Centro,Huertas-Cortes,40.4141859,-3.6991613,False,https://www.idealista.com/inmueble/87357518/,good,False,True,"{'type': 'Point', 'coordinates': (40.4141859, -3.6991613)}"
975,2,1795.0,flat,rent,36.0,True,1,1,Calle de Quevedo,Madrid,Madrid,Centro,Huertas-Cortes,40.4134859,-3.6990613,False,https://www.idealista.com/inmueble/87359136/,good,False,True,"{'type': 'Point', 'coordinates': (40.4134859, -3.6990613)}"
976,1,1200.0,penthouse,rent,48.0,True,1,1,Calle Víctor de la Serna,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4562683,-3.67056,False,https://www.idealista.com/inmueble/84732741/,good,False,True,"{'type': 'Point', 'coordinates': (40.4562683, -3.67056)}"
977,4,1100.0,flat,rent,51.0,True,1,1,Calle del Clavel,Madrid,Madrid,Centro,Chueca-Justicia,40.4217527,-3.6993363,False,https://www.idealista.com/inmueble/87111783/,good,False,True,"{'type': 'Point', 'coordinates': (40.4217527, -3.6993363)}"
979,1,1500.0,flat,rent,84.0,True,1,1,Calle del Factor,Madrid,Madrid,Centro,Palacio,40.4165054,-3.7115732,False,https://www.idealista.com/inmueble/87123925/,good,False,True,"{'type': 'Point', 'coordinates': (40.4165054, -3.7115732)}"
980,6,2400.0,penthouse,rent,145.0,True,3,2,"Plaza de la marina española, Palacio Real, Madrid de los Austrias",Madrid,Madrid,Centro,Palacio,40.417255,-3.715312,False,https://www.idealista.com/inmueble/33802295/,good,False,True,"{'type': 'Point', 'coordinates': (40.417255, -3.715312)}"
981,1,1250.0,flat,rent,100.0,True,2,2,"Calle Padornelo, 24",Madrid,Madrid,Fuencarral,Las Tablas,40.5078214,-3.6661768,True,https://www.idealista.com/inmueble/25383898/,good,False,True,"{'type': 'Point', 'coordinates': (40.5078214, -3.6661768)}"
982,7,1800.0,flat,rent,90.0,False,2,1,Calle de Maldonado,Madrid,Madrid,Salamanca,Lista,40.4349702,-3.6765459,False,https://www.idealista.com/inmueble/87268737/,good,False,True,"{'type': 'Point', 'coordinates': (40.4349702, -3.6765459)}"
983,2,1100.0,flat,rent,86.0,True,2,1,Calle de Elfo,Madrid,Madrid,Ciudad Lineal,Quintana,40.4345289,-3.651076,False,https://www.idealista.com/inmueble/87358700/,good,False,True,"{'type': 'Point', 'coordinates': (40.4345289, -3.651076)}"
984,5,1350.0,flat,rent,80.0,True,2,2,Calle de los Estudios,Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4106283,-3.7088996,False,https://www.idealista.com/inmueble/87095338/,good,False,True,"{'type': 'Point', 'coordinates': (40.4106283, -3.7088996)}"
986,2,1300.0,flat,rent,80.0,True,2,1,Calle del General Pardiñas,Madrid,Madrid,Salamanca,Goya,40.4261351,-3.6785899,False,https://www.idealista.com/inmueble/87414460/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4261351, -3.6785899)}"
988,3,1200.0,flat,rent,70.0,False,2,2,Calle Manuel Luna,Madrid,Madrid,Tetuán,Cuatro Caminos,40.4564312,-3.6986697,False,https://www.idealista.com/inmueble/87444871/,unspecified,False,unspecified,"{'type': 'Point', 'coordinates': (40.4564312, -3.6986697)}"
989,2,1500.0,flat,rent,70.0,True,1,1,Calle de Colombia,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4588135,-3.6735986,False,https://www.idealista.com/inmueble/87473419/,good,False,True,"{'type': 'Point', 'coordinates': (40.4588135, -3.6735986)}"
990,2,1100.0,flat,rent,50.0,False,1,1,Calle de Isabel la Católica,Madrid,Madrid,Centro,Palacio,40.422294,-3.7075434,False,https://www.idealista.com/inmueble/87574533/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.422294, -3.7075434)}"
991,4,1350.0,flat,rent,98.0,True,2,2,Calle del Divino Pastor,Madrid,Madrid,Centro,Malasaña-Universidad,40.4267311,-3.7021491,False,https://www.idealista.com/inmueble/87610055/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4267311, -3.7021491)}"
992,6,1700.0,penthouse,rent,280.0,True,4,2,barrio Sanchinarro,Madrid,Madrid,Hortaleza,Sanchinarro,40.4927815,-3.6525309,False,https://www.idealista.com/inmueble/37340275/,good,False,True,"{'type': 'Point', 'coordinates': (40.4927815, -3.6525309)}"
993,7,2850.0,penthouse,rent,130.0,True,3,2,Calle de Maldonado,Madrid,Madrid,Salamanca,Lista,40.4351155,-3.6744007,False,https://www.idealista.com/inmueble/87635332/,good,False,True,"{'type': 'Point', 'coordinates': (40.4351155, -3.6744007)}"
994,6,850.0,flat,rent,45.0,False,1,1,Calle del General Pardiñas,Madrid,Madrid,Salamanca,Goya,40.4237465,-3.6775568,False,https://www.idealista.com/inmueble/87337721/,good,False,True,"{'type': 'Point', 'coordinates': (40.4237465, -3.6775568)}"
995,6,1000.0,penthouse,rent,140.0,True,1,1,Calle Archiduque Alberto,Madrid,Madrid,Hortaleza,Sanchinarro,40.4930008,-3.6530865,False,https://www.idealista.com/inmueble/39725630/,good,False,True,"{'type': 'Point', 'coordinates': (40.4930008, -3.6530865)}"
996,7,1600.0,flat,rent,79.0,True,2,2,Calle de Velázquez,Madrid,Madrid,Salamanca,Recoletos,40.4289154,-3.6823184,False,https://www.idealista.com/inmueble/87213654/,good,False,True,"{'type': 'Point', 'coordinates': (40.4289154, -3.6823184)}"
997,5,5500.0,flat,rent,322.0,True,5,5,Calle de Lagasca,Madrid,Madrid,Salamanca,Recoletos,40.4205756,-3.6847332,False,https://www.idealista.com/inmueble/87296622/,good,False,True,"{'type': 'Point', 'coordinates': (40.4205756, -3.6847332)}"
998,2,1075.0,flat,rent,85.0,True,2,2,barrio Sanchinarro,Madrid,Madrid,Hortaleza,Sanchinarro,40.4940008,-3.6528865,False,https://www.idealista.com/inmueble/87241158/,good,False,True,"{'type': 'Point', 'coordinates': (40.4940008, -3.6528865)}"
999,4,3900.0,flat,rent,292.0,True,4,3,Calle de José Abascal,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.4372009,-3.6911494,False,https://www.idealista.com/inmueble/87302468/,good,False,True,"{'type': 'Point', 'coordinates': (40.4372009, -3.6911494)}"
1000,0,1700.0,flat,rent,100.0,True,1,1,Calle Condes del Val,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.45647,-3.68375,False,https://www.idealista.com/inmueble/87322377/,good,False,True,"{'type': 'Point', 'coordinates': (40.45647, -3.68375)}"
1001,5,1250.0,flat,rent,120.0,True,3,2,barrio Sanchinarro,Madrid,Madrid,Hortaleza,Sanchinarro,40.493895,-3.6544149,False,https://www.idealista.com/inmueble/83826426/,good,False,True,"{'type': 'Point', 'coordinates': (40.493895, -3.6544149)}"
1002,1,1600.0,flat,rent,98.0,True,3,2,Calle de la Sal,Madrid,Madrid,Centro,Sol,40.4172558,-3.7061045,False,https://www.idealista.com/inmueble/87370623/,good,False,True,"{'type': 'Point', 'coordinates': (40.4172558, -3.7061045)}"
1003,2,2200.0,flat,rent,151.0,True,2,2,Calle del Prado,Madrid,Madrid,Centro,Huertas-Cortes,40.4160118,-3.6980555,False,https://www.idealista.com/inmueble/87531901/,good,False,True,"{'type': 'Point', 'coordinates': (40.4160118, -3.6980555)}"
1004,2,900.0,flat,rent,58.0,True,1,1,Calle San Cristóbal,Madrid,Madrid,Centro,Sol,40.4174433,-3.704376,False,https://www.idealista.com/inmueble/87572529/,good,False,False,"{'type': 'Point', 'coordinates': (40.4174433, -3.704376)}"
1006,7,1600.0,penthouse,rent,81.0,True,1,1,Calle de Francisco Silvela,Madrid,Madrid,Salamanca,Lista,40.4366844,-3.6737718,False,https://www.idealista.com/inmueble/87637436/,good,False,True,"{'type': 'Point', 'coordinates': (40.4366844, -3.6737718)}"
